label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Lilium canadense L. ssp. editorum (Fernald) Wherry,Lilium canadense,Lilium canadense L. ssp. editorum (Fernald) Wherry,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium canadense,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lilium catesbaei Walter,Lilium catesbaei,Lilium catesbaei Walter,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium catesbaei,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lilium catesbaei Walter ssp. catesbaei,Lilium catesbaei,Lilium catesbaei Walter ssp. catesbaei,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium catesbaei,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lilium grayi S. Watson,Lilium grayi,Lilium grayi S. Watson,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium grayi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lilium iridollae Henry,Lilium iridollae,Lilium iridollae Henry,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium iridollae,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lilium lancifolium Thunb.,Lilium lancifolium,Lilium lancifolium Thunb.,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium lancifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lilium michauxii Poir.,Lilium michauxii,Lilium michauxii Poir.,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium michauxii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lilium philadelphicum L.,Lilium philadelphicum,Lilium philadelphicum L.,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium philadelphicum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lilium philadelphicum L. var. philadelphicum,Lilium philadelphicum,Lilium philadelphicum L. var. philadelphicum,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium philadelphicum,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lilium pyrophilum M.W. Skinner & Sorrie,Lilium pyrophilum,Lilium pyrophilum M.W. Skinner & Sorrie,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium pyrophilum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lilium superbum L.,Lilium superbum,Lilium superbum L.,Plantae Tracheophyta Liliopsida Liliales Liliaceae Lilium Lilium superbum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lilium ×pseudograyi Grove (pro sp.) [canadense × grayi],Lilium ×pseudograyi Grove (pro sp.) [canadense × grayi],Lilium ×pseudograyi Grove (pro sp.) [canadense × grayi],Plantae Lilium Lilium ×pseudograyi Grove (pro sp.) [canadense × grayi],FORCE_ACCEPTED
Limnobium Rich.,Limnobium Rich.,Limnobium Rich.,Plantae Limnobium Limnobium Rich.,FORCE_ACCEPTED
Limnobium spongia (Bosc) Rich. ex Steud.,Limnobium spongia,Limnobium spongia (Bosc) Rich. ex Steud.,Plantae Tracheophyta Liliopsida Alismatales Hydrocharitaceae Hydrocharis Limnobium spongia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Limonium Mill.,Limonium Mill.,Limonium Mill.,Plantae Tracheophyta Magnoliopsida Caryophyllales Plumbaginaceae Limonium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Limonium carolinianum (Walter) Britton,Limonium carolinianum,Limonium carolinianum (Walter) Britton,Plantae Tracheophyta Magnoliopsida Caryophyllales Plumbaginaceae Limonium Limonium carolinianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Limosella L.,Limosella L.,Limosella L.,Plantae Tracheophyta Magnoliopsida Lamiales Scrophulariaceae Limosella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Limosella australis R. Br.,Limosella australis,Limosella australis R. Br.,Plantae Tracheophyta Magnoliopsida Lamiales Scrophulariaceae Limosella Limosella australis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linaria Mill.,Linaria Mill.,Linaria Mill.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Linaria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Linaria maroccana Hook. f.,Linaria maroccana,Linaria maroccana Hook. f.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Linaria Linaria maroccana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linaria vulgaris Mill.,Linaria vulgaris,Linaria vulgaris Mill.,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Linaria Linaria vulgaris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lindera Thunb.,Lindera Thunb.,Lindera Thunb.,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera,MULTI_EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_HOMONYM
Lindera benzoin (L.) Blume,Lindera benzoin,Lindera benzoin (L.) Blume,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera Lindera benzoin,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lindera benzoin (L.) Blume var. benzoin,Lindera benzoin,Lindera benzoin (L.) Blume var. benzoin,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera Lindera benzoin,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lindera benzoin (L.) Blume var. pubescens (Palmer & Steyerm.) Rehder,Lindera benzoin,Lindera benzoin (L.) Blume var. pubescens (Palmer & Steyerm.) Rehder,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera Lindera benzoin,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lindera subcoriacea B.E. Wofford,Lindera subcoriacea,Lindera subcoriacea B.E. Wofford,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Lindera Lindera subcoriacea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lindernia All.,Lindernia All.,Lindernia All.,Plantae Tracheophyta Magnoliopsida Lamiales Linderniaceae Lindernia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lindernia dubia (L.) Pennell,Lindernia dubia,Lindernia dubia (L.) Pennell,Plantae Tracheophyta Magnoliopsida Lamiales Linderniaceae Lindernia Lindernia dubia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr.,Lindernia dubia,Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr.,Plantae Tracheophyta Magnoliopsida Lamiales Linderniaceae Lindernia Lindernia dubia,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lindernia dubia (L.) Pennell var. dubia,Lindernia dubia,Lindernia dubia (L.) Pennell var. dubia,Plantae Tracheophyta Magnoliopsida Lamiales Linderniaceae Lindernia Lindernia dubia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lindernia procumbens (Knock.) Borb.,Lindernia procumbens,Lindernia procumbens (Knock.) Borb.,Plantae Tracheophyta Magnoliopsida Lamiales Linderniaceae Lindernia Lindernia procumbens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Linum L.,Linum L.,Linum L.,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linum floridanum (Planch.) Trel.,Linum floridanum,Linum floridanum (Planch.) Trel.,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum floridanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linum floridanum (Planch.) Trel. var. floridanum,Linum floridanum,Linum floridanum (Planch.) Trel. var. floridanum,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum floridanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linum intercursum E.P. Bicknell,Linum intercursum,Linum intercursum E.P. Bicknell,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum intercursum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linum medium (Planch.) Britton,Linum medium,Linum medium (Planch.) Britton,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum medium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linum medium (Planch.) Britton var. texanum (Planch.) Fernald,Linum medium,Linum medium (Planch.) Britton var. texanum (Planch.) Fernald,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum medium,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Linum perenne L.,Linum perenne,Linum perenne L.,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum perenne,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Linum striatum Walter,Linum striatum,Linum striatum Walter,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum striatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Linum sulcatum Riddell,Linum sulcatum,Linum sulcatum Riddell,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum sulcatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Linum sulcatum Riddell var. sulcatum,Linum sulcatum Riddell var. sulcatum,Linum sulcatum Riddell var. sulcatum,Plantae Linum Linum sulcatum Riddell var. sulcatum,FORCE_ACCEPTED
Linum usitatissimum L.,Linum usitatissimum,Linum usitatissimum L.,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum usitatissimum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Linum virginianum L.,Linum virginianum,Linum virginianum L.,Plantae Tracheophyta Magnoliopsida Malpighiales Linaceae Linum Linum virginianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Liparis Rich.,Liparis Rich.,Liparis Rich.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Liparis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Liparis liliifolia (L.) Rich. ex Ker Gawl.,Liparis liliifolia,Liparis liliifolia (L.) Rich. ex Ker Gawl.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Liparis Liparis liliifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Liparis loeselii (L.) Rich.,Liparis loeselii,Liparis loeselii (L.) Rich.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Liparis Liparis loeselii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lipocarpha R. Br.,Lipocarpha R. Br.,Lipocarpha R. Br.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Lipocarpha maculata (Michx.) Torr.,Cyperus neotropicalis,Lipocarpha maculata (Michx.) Torr.,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus Cyperus neotropicalis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Lipocarpha micrantha (Vahl) G. Tucker,Cyperus subsquarrosus,Lipocarpha micrantha (Vahl) G. Tucker,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus Cyperus subsquarrosus,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
"Lipocarpha rehmanii (Ridley) Goetghebeur, nom. inq.","Lipocarpha rehmanii (Ridley) Goetghebeur, nom. inq.","Lipocarpha rehmanii (Ridley) Goetghebeur, nom. inq.","Plantae Lipocarpha Lipocarpha rehmanii (Ridley) Goetghebeur, nom. inq.",FORCE_ACCEPTED
Liquidambar L.,Liquidambar L.,Liquidambar L.,Plantae Tracheophyta Magnoliopsida Saxifragales Altingiaceae Liquidambar,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Liquidambar styraciflua L.,Liquidambar styraciflua,Liquidambar styraciflua L.,Plantae Tracheophyta Magnoliopsida Saxifragales Altingiaceae Liquidambar Liquidambar styraciflua,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Liriodendron L.,Liriodendron L.,Liriodendron L.,Plantae Tracheophyta Magnoliopsida Magnoliales Magnoliaceae Liriodendron,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Liriodendron tulipifera L.,Liriodendron tulipifera,Liriodendron tulipifera L.,Plantae Tracheophyta Magnoliopsida Magnoliales Magnoliaceae Liriodendron Liriodendron tulipifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Liriope Lour.,Liriope Lour.,Liriope Lour.,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Liriope,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Liriope muscari (Decne.) L.H. Bailey,Liriope muscari,Liriope muscari (Decne.) L.H. Bailey,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Liriope Liriope muscari,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Liriope spicata (Thunb.) Lour.,Liriope spicata,Liriope spicata (Thunb.) Lour.,Plantae Tracheophyta Liliopsida Asparagales Asparagaceae Liriope Liriope spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Listera R. Br.,Listera R. Br.,Listera R. Br.,Plantae Listera Listera R. Br.,FAILED_FORCED_INPUT
Listera australis Lindl.,Neottia bifolia,Listera australis Lindl.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Neottia Neottia bifolia,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Listera cordata (L.) R. Br.,Neottia cordata,Listera cordata (L.) R. Br.,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Neottia Neottia cordata,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Listera cordata (L.) R. Br. var. cordata,Listera cordata (L.) R. Br. var. cordata,Listera cordata (L.) R. Br. var. cordata,Plantae Listera Listera cordata (L.) R. Br. var. cordata,FORCE_ACCEPTED
Listera smallii Wiegand,Neottia smallii,Listera smallii Wiegand,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Neottia Neottia smallii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Lithospermum L.,Lithospermum L.,Lithospermum L.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lithospermum canescens (Michx.) Lehm.,Lithospermum canescens,Lithospermum canescens (Michx.) Lehm.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum Lithospermum canescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.,Lithospermum caroliniense,Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum Lithospermum caroliniense,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. caroliniense,Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. caroliniense,Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. caroliniense,Plantae Lithospermum Lithospermum caroliniense (Walter ex J.F. Gmel.) MacMill. var. caroliniense,FORCE_ACCEPTED
Lithospermum latifolium Michx.,Lithospermum latifolium,Lithospermum latifolium Michx.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum Lithospermum latifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lithospermum tuberosum Rugel ex DC.,Lithospermum tuberosum,Lithospermum tuberosum Rugel ex DC.,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Lithospermum Lithospermum tuberosum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Litsea Lam.,Litsea Lam.,Litsea Lam.,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Litsea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Litsea aestivalis (L.) Fernald,Litsea aestivalis,Litsea aestivalis (L.) Fernald,Plantae Tracheophyta Magnoliopsida Laurales Lauraceae Litsea Litsea aestivalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia L.,Lobelia L.,Lobelia L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia,MULTI_EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_HOMONYM
Lobelia amoena Michx.,Lobelia amoena,Lobelia amoena Michx.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia amoena,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia amoena Michx. var. amoena,Lobelia amoena Michx. var. amoena,Lobelia amoena Michx. var. amoena,Plantae Lobelia Lobelia amoena Michx. var. amoena,FORCE_ACCEPTED
Lobelia amoena Michx. var. glandulifera A. Gray,Lobelia amoena Michx. var. glandulifera A. Gray,Lobelia amoena Michx. var. glandulifera A. Gray,Plantae Lobelia Lobelia amoena Michx. var. glandulifera A. Gray,FORCE_ACCEPTED
Lobelia cardinalis L.,Lobelia cardinalis,Lobelia cardinalis L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia cardinalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia elongata Small,Lobelia elongata,Lobelia elongata Small,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia elongata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lobelia glandulosa Walter,Lobelia glandulosa,Lobelia glandulosa Walter,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia glandulosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lobelia inflata L.,Lobelia inflata,Lobelia inflata L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia inflata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia nuttallii Schult.,Lobelia nuttallii,Lobelia nuttallii Schult.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia nuttallii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia puberula Michx.,Lobelia puberula,Lobelia puberula Michx.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia puberula,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia puberula Michx. var. puberula,Lobelia puberula,Lobelia puberula Michx. var. puberula,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia puberula,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lobelia puberula Michx. var. simulans Fernald,Lobelia puberula,Lobelia puberula Michx. var. simulans Fernald,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia puberula,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lobelia siphilitica L.,Lobelia siphilitica,Lobelia siphilitica L.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia siphilitica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lobelia siphilitica L. var. siphilitica,Lobelia siphilitica,Lobelia siphilitica L. var. siphilitica,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia siphilitica,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lobelia spicata Lam.,Lobelia spicata,Lobelia spicata Lam.,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lobelia spicata Lam. var. leptostachys (A. DC.) Mack. & Bush,Lobelia spicata Lam. var. leptostachys (A. DC.) Mack. & Bush,Lobelia spicata Lam. var. leptostachys (A. DC.) Mack. & Bush,Plantae Lobelia Lobelia spicata Lam. var. leptostachys (A. DC.) Mack. & Bush,FORCE_ACCEPTED
Lobelia spicata Lam. var. scaposa McVaugh,Lobelia spicata Lam. var. scaposa McVaugh,Lobelia spicata Lam. var. scaposa McVaugh,Plantae Lobelia Lobelia spicata Lam. var. scaposa McVaugh,FORCE_ACCEPTED
Lobelia spicata Lam. var. spicata,Lobelia spicata,Lobelia spicata Lam. var. spicata,Plantae Tracheophyta Magnoliopsida Asterales Campanulaceae Lobelia Lobelia spicata,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lobularia Desv.,Lobularia Desv.,Lobularia Desv.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lobularia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lobularia maritima (L.) Desv.,Lobularia maritima,Lobularia maritima (L.) Desv.,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Lobularia Lobularia maritima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lolium L.,Lolium L.,Lolium L.,Plantae Tracheophyta Liliopsida Poales Poaceae Lolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lolium perenne L.,Lolium perenne,Lolium perenne L.,Plantae Tracheophyta Liliopsida Poales Poaceae Lolium Lolium perenne,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lolium perenne L. ssp. multiflorum (Lam.) Husnot,Lolium perenne L. ssp. multiflorum (Lam.) Husnot,Lolium perenne L. ssp. multiflorum (Lam.) Husnot,Plantae Lolium Lolium perenne L. ssp. multiflorum (Lam.) Husnot,FORCE_ACCEPTED
Lolium perenne L. ssp. perenne,Lolium perenne,Lolium perenne L. ssp. perenne,Plantae Tracheophyta Liliopsida Poales Poaceae Lolium Lolium perenne,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lolium temulentum L.,Lolium temulentum,Lolium temulentum L.,Plantae Tracheophyta Liliopsida Poales Poaceae Lolium Lolium temulentum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lolium temulentum L. ssp. temulentum,Lolium temulentum,Lolium temulentum L. ssp. temulentum,Plantae Tracheophyta Liliopsida Poales Poaceae Lolium Lolium temulentum,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Lonicera L.,Lonicera L.,Lonicera L.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lonicera canadensis W. Bartram ex Marshall,Lonicera canadensis,Lonicera canadensis W. Bartram ex Marshall,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera canadensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lonicera dioica L.,Lonicera dioica,Lonicera dioica L.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera dioica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lonicera fragrantissima Lindl. & Paxton,Lonicera fragrantissima,Lonicera fragrantissima Lindl. & Paxton,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera fragrantissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lonicera japonica Thunb.,Lonicera japonica,Lonicera japonica Thunb.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera japonica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lonicera maackii (Rupr.) Herder,Lonicera maackii,Lonicera maackii (Rupr.) Herder,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera maackii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lonicera morrowii A. Gray,Lonicera morrowii,Lonicera morrowii A. Gray,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera morrowii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lonicera sempervirens L.,Lonicera sempervirens,Lonicera sempervirens L.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera sempervirens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lonicera standishii Jacques,Lonicera standishii,Lonicera standishii Jacques,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera standishii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lonicera tatarica L.,Lonicera tatarica,Lonicera tatarica L.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera tatarica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lonicera xylosteum L.,Lonicera xylosteum,Lonicera xylosteum L.,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera xylosteum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Lonicera ×bella Zabel [morrowii × tatarica],Lonicera bella,Lonicera ×bella Zabel [morrowii × tatarica],Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Lonicera Lonicera bella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Lotus L.,Lotus L.,Lotus L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lotus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Lotus corniculatus L.,Lotus corniculatus,Lotus corniculatus L.,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Lotus Lotus corniculatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
